               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.019289,            0.006981,             0.01391,             0.97152,             0.98333,              0.9825,             0.79599,            0.012022,           0.0027956,           0.0016628,            0.005116,            0.005116,            0.005116
                 150,            0.019693,           0.0070644,           0.0099667,              0.9801,             0.98296,             0.98591,             0.79157,             0.01189,           0.0027802,           0.0014922,            0.005083,            0.005083,            0.005083
                 151,             0.02056,            0.006907,           0.0072064,             0.97581,             0.98333,             0.98875,             0.78822,            0.012637,           0.0028401,           0.0012987,             0.00505,             0.00505,             0.00505
                 152,            0.022067,           0.0072882,             0.01141,             0.97371,             0.98333,              0.9825,               0.803,            0.011699,           0.0028239,           0.0014296,            0.005017,            0.005017,            0.005017
                 153,            0.019698,           0.0072945,            0.010177,             0.97572,             0.98332,             0.98019,             0.77514,            0.012744,            0.002805,           0.0013962,            0.004984,            0.004984,            0.004984
                 154,            0.018653,           0.0073661,            0.013806,             0.97519,             0.98333,             0.97985,             0.80625,            0.011371,           0.0028573,           0.0013011,            0.004951,            0.004951,            0.004951
                 155,            0.019053,           0.0072565,            0.011123,             0.97625,             0.98333,             0.98037,              0.8014,            0.010985,           0.0028391,           0.0011985,            0.004918,            0.004918,            0.004918
                 156,            0.020964,           0.0075767,             0.01429,              0.9619,             0.98333,             0.98667,             0.81375,            0.011389,           0.0028033,           0.0011536,            0.004885,            0.004885,            0.004885
                 157,            0.018479,           0.0073464,           0.0079518,              0.9489,             0.97196,               0.995,             0.79675,            0.011432,            0.002806,           0.0025545,            0.004852,            0.004852,            0.004852
                 158,            0.020045,            0.007646,            0.011248,             0.94625,              0.9469,               0.995,             0.81233,            0.011442,           0.0027781,           0.0030318,            0.004819,            0.004819,            0.004819
                 159,            0.019488,           0.0074454,           0.0091811,             0.96302,             0.95128,               0.995,              0.8152,            0.010889,           0.0027755,           0.0019077,            0.004786,            0.004786,            0.004786
                 160,            0.020038,           0.0072771,           0.0097912,             0.98281,              0.9865,               0.995,             0.82199,            0.011645,            0.002808,           0.0010164,            0.004753,            0.004753,            0.004753
                 161,            0.017197,           0.0069329,           0.0072198,             0.97955,             0.98333,             0.99222,             0.81024,            0.011597,           0.0029173,          0.00095716,             0.00472,             0.00472,             0.00472
                 162,            0.020007,           0.0073106,           0.0080656,             0.97622,             0.98333,             0.98474,              0.7679,            0.012625,           0.0030125,          0.00098126,            0.004687,            0.004687,            0.004687
                 163,            0.018755,           0.0070736,           0.0086105,             0.97622,             0.98162,             0.97881,             0.78415,            0.012819,           0.0030639,           0.0010656,            0.004654,            0.004654,            0.004654
                 164,            0.020038,           0.0076805,           0.0098406,             0.97606,             0.98333,             0.97881,             0.78288,            0.012295,           0.0030878,           0.0012325,            0.004621,            0.004621,            0.004621
                 165,            0.018188,           0.0065139,           0.0068726,             0.96535,             0.98333,             0.97883,             0.78755,            0.012171,           0.0031145,           0.0016047,            0.004588,            0.004588,            0.004588
                 166,            0.018503,           0.0066193,           0.0076638,             0.95504,             0.98333,              0.9767,             0.77552,            0.012442,           0.0030894,           0.0014288,            0.004555,            0.004555,            0.004555
                 167,            0.017887,           0.0072194,           0.0081173,             0.98195,             0.98333,             0.97952,             0.80105,            0.011447,           0.0029814,            0.001286,            0.004522,            0.004522,            0.004522
                 168,            0.020294,           0.0070155,           0.0098311,             0.98244,             0.98333,             0.97954,             0.79222,             0.01174,           0.0030217,           0.0012943,            0.004489,            0.004489,            0.004489
                 169,            0.016199,           0.0066778,           0.0062929,             0.97862,             0.98333,             0.98389,              0.8095,            0.011613,           0.0029484,           0.0014998,            0.004456,            0.004456,            0.004456
                 170,            0.021107,           0.0072099,            0.010142,             0.97953,             0.98333,             0.98591,             0.80326,            0.011767,           0.0029163,           0.0016025,            0.004423,            0.004423,            0.004423
                 171,            0.020156,           0.0068736,           0.0070428,             0.97826,             0.98211,             0.98875,             0.79528,            0.011852,           0.0030645,             0.00137,             0.00439,             0.00439,             0.00439
                 172,            0.020882,           0.0073399,            0.010112,             0.96634,             0.97571,             0.98667,             0.78928,            0.011517,           0.0031551,           0.0011914,            0.004357,            0.004357,            0.004357
                 173,            0.018181,           0.0067226,           0.0072931,             0.97273,             0.97303,             0.99024,             0.79346,            0.012035,            0.002998,           0.0011532,            0.004324,            0.004324,            0.004324
                 174,            0.021355,           0.0071929,           0.0085341,             0.98011,             0.98333,             0.98667,             0.77831,             0.01199,           0.0029439,           0.0011835,            0.004291,            0.004291,            0.004291
                 175,            0.018024,           0.0069862,           0.0068105,             0.98074,             0.98226,             0.99222,             0.79819,            0.012106,            0.002774,           0.0012737,            0.004258,            0.004258,            0.004258
                 176,            0.017975,           0.0068971,           0.0081719,             0.97612,              0.9804,               0.995,             0.79199,              0.0125,           0.0027344,           0.0014652,            0.004225,            0.004225,            0.004225
                 177,            0.017925,           0.0067152,           0.0079142,             0.97254,             0.97425,             0.99222,             0.81692,            0.011092,           0.0026897,           0.0017618,            0.004192,            0.004192,            0.004192
                 178,            0.020128,           0.0074132,           0.0087706,             0.97529,              0.9726,             0.99222,             0.80631,             0.01168,           0.0027971,           0.0013616,            0.004159,            0.004159,            0.004159
                 179,            0.017026,           0.0066991,             0.01015,             0.97546,             0.97809,               0.995,             0.80663,            0.011505,           0.0027912,           0.0010014,            0.004126,            0.004126,            0.004126
                 180,            0.018823,           0.0069487,           0.0071557,             0.97694,             0.97761,             0.99024,             0.81959,            0.012171,           0.0028518,           0.0010064,            0.004093,            0.004093,            0.004093
                 181,            0.018073,           0.0076036,           0.0080907,             0.97801,             0.98313,             0.99222,             0.80769,            0.011068,           0.0027961,           0.0010102,             0.00406,             0.00406,             0.00406
                 182,            0.017357,           0.0065167,           0.0067281,             0.98121,             0.98643,               0.995,             0.80919,            0.011994,           0.0027664,           0.0011159,            0.004027,            0.004027,            0.004027
                 183,            0.019842,           0.0065713,           0.0096125,             0.98417,             0.97993,               0.995,             0.79916,            0.010951,           0.0027962,           0.0010065,            0.003994,            0.003994,            0.003994
                 184,            0.018685,           0.0069523,           0.0078034,              0.9844,              0.9768,             0.99222,             0.81213,            0.011098,            0.002838,          0.00085284,            0.003961,            0.003961,            0.003961
                 185,            0.018154,           0.0063466,            0.009541,             0.97956,             0.98333,             0.98759,              0.8011,            0.011473,           0.0028924,          0.00084822,            0.003928,            0.003928,            0.003928
                 186,            0.017129,           0.0064272,            0.006577,             0.96864,             0.97796,             0.98667,             0.80345,            0.011483,           0.0029617,           0.0010558,            0.003895,            0.003895,            0.003895
                 187,            0.016669,           0.0065715,           0.0088243,             0.96458,             0.96922,             0.99222,             0.79972,            0.011428,            0.002923,           0.0032665,            0.003862,            0.003862,            0.003862
                 188,            0.019182,           0.0068428,           0.0083664,             0.96578,             0.95017,             0.98759,              0.8007,            0.011855,           0.0029675,           0.0039423,            0.003829,            0.003829,            0.003829
                 189,            0.017702,           0.0068831,           0.0061786,             0.96496,             0.95029,             0.99222,              0.8075,            0.011516,           0.0029907,           0.0039617,            0.003796,            0.003796,            0.003796
                 190,            0.017187,           0.0066132,           0.0070814,             0.96862,             0.96871,             0.98759,             0.79145,            0.011943,           0.0030334,           0.0030289,            0.003763,            0.003763,            0.003763
                 191,            0.020204,           0.0069268,            0.010758,             0.96836,             0.97171,             0.99024,             0.80376,            0.011349,           0.0029687,           0.0016973,             0.00373,             0.00373,             0.00373
                 192,            0.018303,           0.0067242,           0.0060897,             0.97828,             0.98117,             0.98667,             0.79128,            0.011565,           0.0029643,          0.00085273,            0.003697,            0.003697,            0.003697
                 193,            0.017996,           0.0065928,           0.0072131,             0.97761,             0.98333,             0.97958,             0.77711,            0.011702,           0.0030007,          0.00092422,            0.003664,            0.003664,            0.003664
                 194,            0.017274,           0.0067178,           0.0073331,             0.97917,             0.98233,             0.97884,             0.79071,            0.011375,           0.0029903,           0.0010018,            0.003631,            0.003631,            0.003631
                 195,            0.017902,           0.0067052,           0.0070978,             0.98065,             0.98333,              0.9796,             0.78921,             0.01158,           0.0030191,          0.00093713,            0.003598,            0.003598,            0.003598
                 196,            0.017263,           0.0062128,           0.0054475,             0.98131,             0.97864,             0.98354,             0.78384,            0.011596,           0.0030896,          0.00091546,            0.003565,            0.003565,            0.003565
                 197,             0.01675,           0.0067111,           0.0044983,             0.97751,             0.98155,             0.98667,             0.78253,            0.011822,            0.003085,          0.00088863,            0.003532,            0.003532,            0.003532
                 198,            0.018629,           0.0069189,           0.0076433,             0.97843,             0.97973,             0.98528,             0.79519,             0.01111,           0.0030461,          0.00090687,            0.003499,            0.003499,            0.003499
                 199,            0.019882,           0.0064615,           0.0084374,             0.97898,             0.98333,             0.99222,             0.80279,            0.011026,           0.0030066,          0.00093763,            0.003466,            0.003466,            0.003466
                 200,            0.015739,           0.0066712,           0.0050275,             0.98141,             0.97917,             0.99024,              0.7984,            0.011508,             0.00302,          0.00088756,            0.003433,            0.003433,            0.003433
                 201,             0.01639,           0.0066719,           0.0077065,             0.98429,             0.97618,              0.9825,             0.79466,            0.011381,            0.003036,          0.00093012,              0.0034,              0.0034,              0.0034
                 202,            0.017779,           0.0068021,           0.0064599,             0.98373,             0.98333,             0.98528,             0.79149,            0.011809,           0.0032184,          0.00091356,            0.003367,            0.003367,            0.003367
                 203,            0.016896,           0.0061794,           0.0074787,             0.98409,             0.98333,             0.98014,             0.78839,            0.011489,           0.0032172,          0.00087043,            0.003334,            0.003334,            0.003334
                 204,             0.01406,           0.0063097,           0.0051692,             0.98259,             0.98333,             0.97964,              0.7877,            0.011266,            0.003185,           0.0012517,            0.003301,            0.003301,            0.003301
                 205,            0.016421,           0.0062987,           0.0057408,             0.98124,             0.98333,             0.97977,             0.78827,            0.011737,           0.0032368,           0.0012755,            0.003268,            0.003268,            0.003268
                 206,            0.016188,           0.0063163,           0.0059308,             0.98292,             0.98333,             0.97964,             0.79776,            0.011661,            0.003245,          0.00085205,            0.003235,            0.003235,            0.003235
                 207,            0.016815,           0.0066102,           0.0068674,             0.98617,             0.98333,             0.97886,             0.79123,            0.011567,           0.0032299,           0.0007861,            0.003202,            0.003202,            0.003202
                 208,            0.016547,           0.0065227,           0.0067242,             0.98695,             0.98333,             0.97882,             0.79162,            0.011715,           0.0032325,           0.0010085,            0.003169,            0.003169,            0.003169
                 209,            0.017666,           0.0066086,           0.0090521,             0.98663,             0.98333,             0.97952,             0.78495,            0.011587,           0.0031879,           0.0011498,            0.003136,            0.003136,            0.003136
                 210,            0.016019,           0.0063522,           0.0062102,             0.98694,             0.98333,             0.98667,             0.79509,            0.011601,           0.0031069,           0.0011792,            0.003103,            0.003103,            0.003103
                 211,            0.017646,           0.0063222,            0.007627,              0.9865,             0.98333,             0.99222,             0.79499,             0.01161,           0.0030849,           0.0012197,             0.00307,             0.00307,             0.00307
                 212,            0.016181,           0.0062481,           0.0075801,             0.98726,             0.98248,             0.99222,             0.80014,            0.011446,           0.0030073,           0.0010585,            0.003037,            0.003037,            0.003037
                 213,            0.017143,           0.0066134,           0.0069449,             0.98773,             0.98501,               0.995,             0.79469,            0.011403,           0.0030191,           0.0010414,            0.003004,            0.003004,            0.003004
                 214,            0.018431,           0.0066116,           0.0095872,             0.98763,             0.98493,               0.995,             0.80593,              0.0115,           0.0030115,           0.0010696,            0.002971,            0.002971,            0.002971
                 215,            0.017806,           0.0065137,            0.008579,             0.98543,             0.98333,             0.98759,             0.80772,             0.01128,            0.003015,            0.001155,            0.002938,            0.002938,            0.002938
                 216,            0.016911,           0.0065864,           0.0066303,              0.9829,             0.98333,             0.98429,             0.80044,            0.011344,           0.0029588,           0.0012131,            0.002905,            0.002905,            0.002905
                 217,            0.015659,           0.0062192,           0.0053737,             0.98096,             0.98333,             0.98042,             0.80034,            0.011214,           0.0029478,           0.0013241,            0.002872,            0.002872,            0.002872
                 218,            0.013625,           0.0061472,           0.0041001,             0.98045,             0.98333,             0.98591,             0.79775,            0.011204,           0.0029416,           0.0013953,            0.002839,            0.002839,            0.002839
                 219,             0.01708,            0.006064,           0.0051509,             0.98323,             0.98333,             0.98667,             0.79939,            0.010922,            0.002928,           0.0014496,            0.002806,            0.002806,            0.002806
                 220,            0.015959,           0.0062922,           0.0057046,             0.98637,             0.98333,             0.99024,             0.79561,            0.011386,           0.0029421,           0.0015853,            0.002773,            0.002773,            0.002773
                 221,            0.017202,            0.006634,           0.0067049,              0.9858,             0.98333,             0.99024,             0.78935,            0.011595,           0.0029773,           0.0014808,             0.00274,             0.00274,             0.00274
                 222,            0.015303,           0.0061016,           0.0042612,             0.98391,             0.98333,             0.99024,             0.79648,            0.011082,           0.0029845,           0.0015137,            0.002707,            0.002707,            0.002707
                 223,            0.015706,           0.0060727,           0.0046886,             0.98286,             0.98333,             0.98667,             0.79543,            0.011306,           0.0030311,            0.001566,            0.002674,            0.002674,            0.002674
                 224,            0.015139,           0.0058628,            0.004314,             0.98586,             0.98043,             0.98047,             0.79451,            0.011345,           0.0029972,            0.001917,            0.002641,            0.002641,            0.002641
                 225,            0.013959,           0.0066089,           0.0048394,             0.98594,             0.97948,             0.98324,             0.79906,            0.011307,           0.0030156,           0.0016594,            0.002608,            0.002608,            0.002608
                 226,            0.016622,           0.0063094,           0.0052089,             0.98262,             0.98002,             0.99222,             0.79647,            0.011373,           0.0030164,          0.00085005,            0.002575,            0.002575,            0.002575
                 227,             0.01484,           0.0064307,           0.0047649,             0.98346,             0.98591,               0.995,             0.82328,            0.010837,           0.0029899,          0.00067745,            0.002542,            0.002542,            0.002542
                 228,            0.013623,           0.0055398,           0.0049518,              0.9832,             0.98604,               0.995,             0.81139,            0.010778,           0.0029764,          0.00074075,            0.002509,            0.002509,            0.002509
                 229,            0.015679,           0.0059576,           0.0058017,              0.9836,             0.98409,               0.995,             0.81768,            0.010733,           0.0029883,          0.00066608,            0.002476,            0.002476,            0.002476
                 230,            0.014562,           0.0058392,           0.0042499,             0.98438,             0.98589,               0.995,             0.79984,            0.010811,           0.0029958,          0.00062857,            0.002443,            0.002443,            0.002443
                 231,             0.01526,           0.0055196,           0.0050109,             0.98454,             0.98576,               0.995,             0.81117,            0.010661,           0.0029879,          0.00063145,             0.00241,             0.00241,             0.00241
                 232,            0.017125,            0.005931,           0.0050653,             0.98483,              0.9856,               0.995,             0.80658,            0.010696,           0.0029839,          0.00068679,            0.002377,            0.002377,            0.002377
                 233,            0.015703,            0.005893,            0.006249,             0.98285,             0.98582,               0.995,             0.81398,            0.010505,           0.0029549,          0.00075105,            0.002344,            0.002344,            0.002344
                 234,            0.013291,           0.0056692,           0.0049376,             0.98025,             0.98623,               0.995,               0.816,             0.01065,           0.0029911,          0.00080498,            0.002311,            0.002311,            0.002311
                 235,            0.016022,            0.006017,           0.0073572,             0.97841,             0.98023,               0.995,             0.81315,            0.010953,           0.0030643,          0.00093631,            0.002278,            0.002278,            0.002278
                 236,            0.015981,           0.0062995,           0.0050871,             0.98473,             0.97961,               0.995,             0.81878,            0.010821,           0.0030703,          0.00082333,            0.002245,            0.002245,            0.002245
                 237,            0.015634,           0.0066906,           0.0062684,             0.98478,             0.98395,               0.995,             0.81841,            0.010766,           0.0031124,          0.00072169,            0.002212,            0.002212,            0.002212
                 238,             0.01534,           0.0059683,           0.0053951,             0.98503,             0.98367,               0.995,             0.82003,            0.010874,           0.0031774,           0.0006664,            0.002179,            0.002179,            0.002179
                 239,            0.015583,           0.0058639,           0.0044331,             0.98392,             0.98333,             0.99222,             0.81274,            0.011224,           0.0032088,          0.00062696,            0.002146,            0.002146,            0.002146
                 240,            0.013791,           0.0057224,           0.0042666,             0.98334,             0.98333,             0.98759,             0.79847,            0.011438,           0.0032402,          0.00069723,            0.002113,            0.002113,            0.002113
                 241,            0.015129,           0.0059531,           0.0070875,             0.98282,             0.98128,             0.99024,             0.80033,            0.011496,           0.0032228,          0.00086789,             0.00208,             0.00208,             0.00208
                 242,            0.014284,           0.0057645,           0.0055474,             0.98438,             0.98333,             0.98354,             0.79456,             0.01155,            0.003144,           0.0012824,            0.002047,            0.002047,            0.002047
                 243,            0.016385,            0.006377,            0.006084,              0.9866,             0.98333,             0.98324,             0.80208,            0.011275,             0.00305,           0.0013244,            0.002014,            0.002014,            0.002014
                 244,            0.014821,            0.006025,           0.0057093,             0.98784,             0.98333,             0.98528,             0.79618,            0.010972,           0.0030091,           0.0014073,            0.001981,            0.001981,            0.001981
                 245,            0.013213,           0.0055517,           0.0039459,             0.98746,             0.98278,             0.98528,             0.79024,            0.011295,           0.0030017,           0.0014208,            0.001948,            0.001948,            0.001948
                 246,              0.0149,           0.0059171,           0.0058978,             0.98752,             0.98333,             0.99024,             0.79331,            0.011042,           0.0030603,           0.0011028,            0.001915,            0.001915,            0.001915
                 247,             0.01625,           0.0059822,           0.0065795,             0.98788,             0.98333,             0.99222,             0.79631,            0.011257,           0.0031139,          0.00090898,            0.001882,            0.001882,            0.001882
                 248,            0.012906,           0.0057371,           0.0055799,             0.98785,             0.98333,             0.99222,             0.80537,            0.010947,           0.0030925,          0.00076282,            0.001849,            0.001849,            0.001849
                 249,            0.014126,           0.0055328,           0.0045122,             0.98648,             0.98333,             0.99222,              0.8088,             0.01082,           0.0030821,          0.00071678,            0.001816,            0.001816,            0.001816
                 250,            0.014157,           0.0058747,           0.0037292,             0.98613,             0.98333,             0.99222,             0.82177,            0.010734,           0.0031047,          0.00063765,            0.001783,            0.001783,            0.001783
                 251,            0.016332,           0.0061837,           0.0071502,              0.9857,             0.98333,             0.99024,             0.80925,            0.010821,            0.003152,          0.00058692,             0.00175,             0.00175,             0.00175
                 252,            0.015169,           0.0061965,           0.0053477,             0.98645,             0.98333,             0.98591,             0.81605,            0.010795,           0.0031799,           0.0005824,            0.001717,            0.001717,            0.001717
                 253,            0.014156,           0.0065351,           0.0043042,               0.986,             0.98195,             0.98591,             0.80925,            0.010743,           0.0031776,          0.00060419,            0.001684,            0.001684,            0.001684
                 254,            0.014063,           0.0059439,           0.0037308,             0.98476,              0.9825,             0.98131,             0.79649,             0.01093,           0.0031287,           0.0006521,            0.001651,            0.001651,            0.001651
                 255,            0.014185,           0.0060377,           0.0053554,             0.98491,             0.98333,             0.98071,             0.78966,             0.01105,           0.0031263,          0.00086866,            0.001618,            0.001618,            0.001618
                 256,            0.013735,           0.0057275,           0.0034541,             0.98392,             0.98333,             0.97964,             0.79431,            0.011038,           0.0031767,          0.00079536,            0.001585,            0.001585,            0.001585
                 257,            0.013971,           0.0060117,           0.0057241,             0.98228,             0.98333,             0.97958,             0.79483,            0.011099,           0.0031651,          0.00070893,            0.001552,            0.001552,            0.001552
                 258,            0.012932,           0.0054596,           0.0049898,             0.98046,             0.98333,             0.97958,             0.79079,            0.011109,           0.0031461,          0.00083742,            0.001519,            0.001519,            0.001519
                 259,            0.011785,           0.0057801,           0.0029619,             0.98237,             0.98333,             0.97962,             0.79971,            0.011084,           0.0031674,          0.00086984,            0.001486,            0.001486,            0.001486
                 260,            0.013188,           0.0055899,           0.0043787,             0.98264,             0.98333,             0.97964,             0.80336,            0.010956,           0.0031602,          0.00097826,            0.001453,            0.001453,            0.001453
                 261,            0.012878,           0.0057149,           0.0036039,             0.98277,             0.98333,             0.97997,             0.79496,            0.011079,           0.0031557,           0.0010447,             0.00142,             0.00142,             0.00142
                 262,            0.014662,           0.0059387,           0.0065172,             0.98283,             0.98333,             0.98272,             0.80003,            0.010942,           0.0031605,           0.0011598,            0.001387,            0.001387,            0.001387
                 263,            0.011897,           0.0053231,            0.002763,             0.98326,             0.98333,             0.98354,              0.7924,            0.011053,           0.0032101,           0.0012767,            0.001354,            0.001354,            0.001354
                 264,            0.013826,           0.0058749,            0.005506,             0.98501,             0.98333,             0.98354,              0.7874,            0.011159,            0.003269,           0.0011343,            0.001321,            0.001321,            0.001321
                 265,             0.01161,           0.0051405,           0.0032987,             0.98521,             0.98333,             0.98389,             0.79388,            0.011129,           0.0033129,          0.00089191,            0.001288,            0.001288,            0.001288
                 266,            0.013559,           0.0055412,           0.0065848,             0.98573,             0.98333,              0.9823,             0.79043,            0.011061,           0.0033007,           0.0007355,            0.001255,            0.001255,            0.001255
                 267,            0.013247,           0.0059961,           0.0044844,             0.98596,             0.98333,             0.98591,             0.79235,            0.011124,           0.0033053,          0.00062304,            0.001222,            0.001222,            0.001222
                 268,            0.013177,           0.0062111,           0.0026225,             0.98563,             0.98333,             0.98875,             0.79817,             0.01124,            0.003273,          0.00052614,            0.001189,            0.001189,            0.001189
                 269,            0.012544,           0.0053819,           0.0031976,             0.98561,             0.98333,             0.98759,             0.78854,            0.011347,           0.0032719,          0.00050864,            0.001156,            0.001156,            0.001156
                 270,            0.011219,           0.0053517,           0.0022989,             0.98589,             0.98333,             0.98759,             0.79911,              0.0112,           0.0032638,          0.00050052,            0.001123,            0.001123,            0.001123
                 271,            0.011578,           0.0057282,           0.0032722,             0.98596,             0.98333,             0.98875,             0.79508,            0.011216,           0.0032632,          0.00046636,             0.00109,             0.00109,             0.00109
                 272,            0.014155,           0.0061535,           0.0070435,              0.9864,             0.98333,             0.98875,             0.79319,            0.011352,           0.0032427,          0.00041533,            0.001057,            0.001057,            0.001057
                 273,            0.011568,            0.005088,           0.0030926,               0.987,             0.98333,             0.98875,             0.79622,            0.011242,           0.0032071,          0.00038896,            0.001024,            0.001024,            0.001024
                 274,            0.011432,           0.0053388,           0.0021559,             0.98716,             0.98333,             0.99222,             0.80414,            0.011029,            0.003156,          0.00039287,            0.000991,            0.000991,            0.000991
                 275,            0.011686,           0.0052903,           0.0022547,             0.98783,             0.98333,             0.99024,             0.80248,            0.011021,           0.0031398,          0.00037821,            0.000958,            0.000958,            0.000958
                 276,            0.012237,           0.0055155,            0.004637,             0.98796,             0.98333,             0.98591,             0.79288,            0.011123,           0.0031762,          0.00037124,            0.000925,            0.000925,            0.000925
                 277,            0.010777,           0.0052528,           0.0026284,             0.98826,             0.98289,             0.98272,             0.80147,            0.011011,             0.00318,          0.00036964,            0.000892,            0.000892,            0.000892
                 278,            0.011068,           0.0051369,           0.0035814,             0.98746,             0.98087,             0.98528,             0.79681,            0.011084,           0.0032076,           0.0003877,            0.000859,            0.000859,            0.000859
                 279,            0.013974,           0.0057354,            0.005478,             0.98828,             0.98079,             0.98591,             0.79853,            0.011295,           0.0032605,          0.00042011,            0.000826,            0.000826,            0.000826
                 280,            0.011174,           0.0047682,           0.0042159,             0.98892,             0.98248,             0.98591,              0.7925,            0.011312,           0.0032771,          0.00043495,            0.000793,            0.000793,            0.000793
                 281,             0.01236,           0.0053741,           0.0036579,               0.989,             0.98333,             0.98181,             0.78856,            0.011314,           0.0033346,          0.00041083,             0.00076,             0.00076,             0.00076
                 282,            0.011105,           0.0052139,           0.0024444,             0.98853,             0.98265,             0.98078,             0.78907,            0.011262,           0.0033774,          0.00038402,            0.000727,            0.000727,            0.000727
                 283,             0.01233,           0.0052202,             0.00331,               0.988,             0.98106,             0.98154,             0.78836,            0.011156,           0.0034117,          0.00037318,            0.000694,            0.000694,            0.000694
                 284,            0.011948,           0.0052688,           0.0029793,             0.98757,             0.98224,             0.98042,             0.78655,            0.011325,            0.003441,          0.00036885,            0.000661,            0.000661,            0.000661
                 285,            0.011501,            0.005392,           0.0027008,             0.98788,             0.98158,             0.98102,              0.7841,             0.01121,           0.0034053,           0.0003712,            0.000628,            0.000628,            0.000628
                 286,            0.012095,           0.0049509,           0.0038347,             0.98809,             0.98173,             0.98354,             0.78655,            0.011378,           0.0034162,           0.0003948,            0.000595,            0.000595,            0.000595
                 287,            0.011744,           0.0051835,           0.0052314,             0.98825,             0.98333,             0.98102,             0.78342,            0.011305,           0.0034062,          0.00038776,            0.000562,            0.000562,            0.000562
                 288,            0.012412,            0.005345,           0.0031617,             0.98766,             0.98333,             0.98142,             0.78351,            0.011236,           0.0033908,          0.00038115,            0.000529,            0.000529,            0.000529
                 289,            0.010885,           0.0048726,           0.0030716,              0.9877,             0.98333,             0.98094,             0.78824,            0.011226,           0.0033754,          0.00039445,            0.000496,            0.000496,            0.000496
                 290,             0.01024,           0.0052167,           0.0029961,             0.98763,             0.98333,             0.98142,             0.79043,            0.011206,           0.0033749,          0.00035233,            0.000463,            0.000463,            0.000463
                 291,            0.011667,           0.0057389,           0.0045518,             0.98729,             0.98333,             0.98324,             0.79342,            0.011112,           0.0033545,          0.00036814,             0.00043,             0.00043,             0.00043
                 292,            0.012137,           0.0052262,           0.0043828,             0.98699,             0.98333,             0.98196,             0.78936,            0.011135,           0.0033624,          0.00036185,            0.000397,            0.000397,            0.000397
                 293,            0.013069,           0.0052323,           0.0027847,             0.98706,             0.98333,             0.98154,             0.79201,            0.011115,           0.0033473,          0.00035452,            0.000364,            0.000364,            0.000364
                 294,            0.013416,           0.0055445,           0.0045315,             0.98728,             0.98333,             0.98429,             0.79234,            0.011113,           0.0033267,          0.00034764,            0.000331,            0.000331,            0.000331
                 295,            0.013509,           0.0058044,           0.0061324,             0.98739,             0.98333,             0.98591,             0.79488,            0.011067,           0.0033199,          0.00034316,            0.000298,            0.000298,            0.000298
                 296,            0.012223,           0.0049747,           0.0024079,             0.98753,             0.98333,             0.98591,             0.78968,            0.011024,           0.0033044,          0.00033519,            0.000265,            0.000265,            0.000265
                 297,            0.012086,           0.0056979,           0.0036966,             0.98742,             0.98333,             0.98591,             0.79846,            0.010926,           0.0032921,          0.00033558,            0.000232,            0.000232,            0.000232
                 298,            0.011731,           0.0049662,           0.0038871,             0.98757,             0.98333,             0.98759,              0.7981,            0.010965,           0.0033032,           0.0003525,            0.000199,            0.000199,            0.000199
                 299,            0.010144,           0.0049639,            0.002496,             0.98769,             0.98333,             0.99024,             0.79831,            0.010984,           0.0033138,          0.00036496,            0.000166,            0.000166,            0.000166
